Timestamp,Lux,Infrared,Visible,FullSpectrum
2023-11-13 20:51:47,0,27,851982,851995
2023-11-13 20:53:48,0,27,851982,851995
2023-11-13 20:55:48,0,0,0,0
2023-11-13 20:57:48,0,0,0,0
2023-11-13 20:59:49,0,0,0,0
2023-11-13 21:01:49,0,0,0,0
